        	acceptance	adoration	affection	aggravation	agitation	agony   	alarm   	alienation	amusement	anger   	anguish 	annoyance	anticipation	anxiety 	apprehension	arousal 	attraction	aversion	bitterness	bliss   	compassion	contempt	courage 	defeat  	dejection	delight 	depression	desire  	despair 	disappointment	disgust 	dislike 	dismay  	displeasure	distress	dread   	eagerness	ecstasy 	elation 	embarrassment	enthusiasm	envy    	euphoria	exasperation	excitement	exhilaration	fear    	ferocity	fondness	fright  	frustration	fury    	gaiety  	gladness	glee    	gloom   	glumness	grief   	grouchiness	grumpiness	guilt   	happiness	hate    	homesickness	hope    	hopelessness	horror  	hostility	humiliation	hurt    	hysteria	infatuation	insecurity	insult  	interest	irritation	isolation	jealousy	jolliness	joviality	joy     	jubilation	liking  	loathing	loneliness	love    	lust    	melancholy	misery  	mortification	neglect 	optimism	outrage 	pain    	panic   	passion 	pity    	pleasure	pride   	rage    	rapture 	regret  	rejection	relief  	remorse 	resentment	revulsion	sadness 	satisfaction	scorn   	shame   	shock   	sorrow  	spite   	suffering	surprise	sympathy	tenderness	tenseness	terror  	thrill  	torment 	triumph 	uneasiness	unhappiness	vengefulness	woe     	wonder  	worry   	wrath   	zeal    	zest    	
neglect 	0.103465	0.109961	0.077715	0.125740	0.106414	0.080273	0.122233	0.190301	0.082528	0.117545	0.161664	0.091524	0.109397	0.175331	0.124417	0.128479	0.111008	0.082178	0.144610	0.036655	0.097779	0.140052	0.088550	0.161050	0.197084	0.095166	0.113819	0.107722	0.142310	0.142294	0.102894	0.099272	0.160616	0.104443	0.110968	0.098998	0.127232	0.096582	0.099511	0.095125	0.139293	0.090836	0.081503	0.103040	0.129710	0.163563	0.089355	0.150835	0.060295	0.082262	0.121925	0.072951	0.076138	0.088685	0.031498	0.089706	0.058893	0.144896	0.084408	0.134193	0.124499	0.112548	0.093463	0.143526	0.078107	0.144392	0.089581	0.136475	0.131034	0.140255	0.096152	0.089017	0.122416	0.109219	0.109575	0.070243	0.169115	0.114457	0.060837	0.066109	0.104884	0.108866	0.081698	0.118183	0.148426	0.092335	0.107584	0.075613	0.104415	0.074374	1.000000	0.107219	0.098035	0.103234	0.097787	0.156360	0.069580	0.138575	0.072447	0.089859	0.066712	0.133029	0.154839	0.086608	0.148773	0.125843	0.100096	0.107214	0.116020	0.122903	0.166627	0.129025	0.133815	0.104830	0.151479	0.114139	0.104869	0.131385	0.109730	0.126003	0.119939	0.111341	0.114209	0.099987	0.086655	0.124179	0.076405	0.135734	0.069532	0.086191	0.086721	0.167021	
optimism	0.102262	0.125407	0.079533	0.120817	0.096155	0.066422	0.100041	0.110034	0.118088	0.102375	0.130503	0.127696	0.116977	0.094685	0.114936	0.123279	0.113287	0.064085	0.109248	0.078505	0.126972	0.100865	0.120863	0.113615	0.122486	0.105019	0.114311	0.106855	0.113859	0.109431	0.086075	0.102488	0.141983	0.088358	0.088875	0.075550	0.226718	0.069705	0.154678	0.086435	0.114655	0.109668	0.086537	0.113150	0.124655	0.152657	0.099575	0.106709	0.082643	0.087638	0.100775	0.090025	0.093760	0.107895	0.056693	0.105278	0.042990	0.094494	0.075565	0.121524	0.100888	0.132164	0.118547	0.110845	0.166989	0.148130	0.088978	0.118865	0.123825	0.129323	0.079057	0.078376	0.115641	0.119130	0.123243	0.099035	0.099600	0.093400	0.055713	0.112863	0.145599	0.087217	0.096349	0.112312	0.092046	0.099045	0.140586	0.086034	0.129518	0.097337	0.107219	1.000000	0.156657	0.100600	0.066375	0.134946	0.087360	0.102517	0.145572	0.111675	0.144628	0.093009	0.101760	0.160718	0.106713	0.123601	0.126039	0.119979	0.119632	0.099636	0.107380	0.118151	0.119843	0.138081	0.110027	0.129734	0.105677	0.109607	0.109592	0.084002	0.082519	0.116218	0.173373	0.075082	0.114101	0.126644	0.085710	0.103778	0.098352	0.072885	0.069804	0.138632	
outrage 	0.121955	0.151206	0.104597	0.148541	0.127294	0.092583	0.140943	0.129423	0.148082	0.231735	0.197178	0.179944	0.166176	0.106073	0.130425	0.142285	0.140526	0.087516	0.174616	0.161576	0.135023	0.147780	0.143742	0.112488	0.132410	0.181251	0.125298	0.121446	0.139351	0.125432	0.118450	0.125706	0.158641	0.127368	0.141821	0.107658	0.146793	0.088772	0.198395	0.079021	0.148949	0.119812	0.107174	0.210791	0.175627	0.169837	0.154746	0.214081	0.109313	0.125688	0.192953	0.177824	0.127558	0.111724	0.064346	0.124501	0.058864	0.104407	0.121926	0.132765	0.135588	0.106145	0.174277	0.099775	0.139975	0.150628	0.085895	0.168557	0.113712	0.155717	0.090583	0.122950	0.128931	0.117635	0.146234	0.145540	0.119157	0.145087	0.057926	0.104755	0.170164	0.113789	0.112305	0.130170	0.102655	0.166803	0.151675	0.097102	0.127189	0.116705	0.098035	0.156657	1.000000	0.098955	0.068463	0.173607	0.120596	0.107906	0.125490	0.212714	0.103203	0.089526	0.108791	0.117333	0.138829	0.162367	0.178275	0.172133	0.111718	0.118999	0.115605	0.187350	0.155320	0.172337	0.124981	0.153192	0.111373	0.150043	0.114236	0.099129	0.124234	0.142153	0.129596	0.086987	0.137881	0.185741	0.101254	0.148074	0.113491	0.220669	0.099812	0.138001	
pain    	0.131623	0.104564	0.107355	0.140522	0.071970	0.146850	0.127963	0.110066	0.090039	0.121635	0.187752	0.098097	0.124993	0.113474	0.154257	0.150754	0.126036	0.066692	0.134787	0.075601	0.153057	0.095108	0.147892	0.127182	0.107140	0.118808	0.122403	0.111211	0.118015	0.131282	0.090032	0.121872	0.109563	0.083739	0.175090	0.108641	0.124636	0.117383	0.120006	0.093346	0.126706	0.114223	0.118777	0.097991	0.127653	0.131922	0.117557	0.095614	0.093314	0.124829	0.132879	0.105721	0.098262	0.078556	0.089393	0.133091	0.077942	0.116809	0.058920	0.109253	0.113232	0.126108	0.116841	0.105612	0.123749	0.117943	0.094819	0.131021	0.105416	0.242373	0.088098	0.103345	0.130458	0.160857	0.131160	0.117526	0.121387	0.117622	0.072130	0.077103	0.118314	0.097656	0.104137	0.115576	0.167640	0.130834	0.115107	0.141698	0.138877	0.113981	0.103234	0.100600	0.098955	1.000000	0.079208	0.148003	0.096773	0.284272	0.093349	0.119470	0.135060	0.116695	0.134418	0.293394	0.116718	0.125187	0.118622	0.155132	0.090195	0.129428	0.118161	0.153899	0.194170	0.128520	0.248963	0.105250	0.115585	0.138757	0.094458	0.108309	0.142975	0.171059	0.107876	0.077704	0.118823	0.114662	0.087194	0.147307	0.114060	0.087592	0.090011	0.132921	
panic   	0.072872	0.052051	0.057714	0.057002	0.039857	0.036955	0.101114	0.067050	0.052071	0.097492	0.083658	0.099452	0.072982	0.327367	0.158480	0.073330	0.083155	0.055945	0.079118	0.035145	0.069765	0.075694	0.074431	0.063131	0.056528	0.057724	0.149564	0.059162	0.092375	0.079391	0.058866	0.061801	0.105901	0.055462	0.079844	0.129793	0.061735	0.062955	0.070067	0.062520	0.071072	0.089126	0.072588	0.048780	0.073345	0.085431	0.125434	0.068677	0.040350	0.154618	0.090655	0.054390	0.054174	0.033365	0.041069	0.056109	0.036239	0.106073	0.039333	0.062933	0.100848	0.068807	0.068770	0.072392	0.075518	0.077667	0.079182	0.074691	0.065237	0.091348	0.144382	0.064189	0.081740	0.067893	0.086269	0.060592	0.060973	0.110285	0.032436	0.044410	0.063923	0.058743	0.065457	0.061423	0.078045	0.075235	0.057144	0.052492	0.061096	0.173561	0.097787	0.066375	0.068463	0.079208	1.000000	0.089285	0.060208	0.056859	0.062913	0.076279	0.041595	0.076092	0.064981	0.085401	0.060716	0.115827	0.063155	0.071180	0.058113	0.063392	0.083702	0.133721	0.075572	0.078125	0.091774	0.074438	0.063447	0.055768	0.072504	0.131649	0.057989	0.058356	0.059410	0.095902	0.054413	0.051698	0.056715	0.086166	0.096766	0.045524	0.059829	0.068126	
passion 	0.145999	0.188049	0.165057	0.157521	0.182433	0.119704	0.179089	0.157224	0.114233	0.178165	0.203683	0.145083	0.167103	0.126709	0.129869	0.191137	0.197799	0.098059	0.139266	0.131057	0.179222	0.137480	0.200466	0.156400	0.133215	0.154683	0.169139	0.198323	0.150299	0.176398	0.101032	0.163719	0.164632	0.160458	0.143031	0.127937	0.184307	0.151668	0.167486	0.092346	0.269320	0.152437	0.150803	0.141004	0.212840	0.213314	0.150419	0.161514	0.183335	0.119958	0.182284	0.147631	0.143308	0.102621	0.096649	0.174221	0.093081	0.159140	0.068027	0.131150	0.154685	0.139213	0.181326	0.129087	0.183189	0.150582	0.115970	0.128162	0.140282	0.192331	0.131296	0.263328	0.154196	0.164719	0.216633	0.148121	0.142573	0.149956	0.089522	0.108794	0.175279	0.138442	0.130769	0.141094	0.153768	0.194617	0.232439	0.182431	0.152385	0.128687	0.156360	0.134946	0.173607	0.148003	0.089285	1.000000	0.136896	0.125110	0.129065	0.175746	0.192317	0.135366	0.127396	0.157386	0.137247	0.183590	0.157180	0.182632	0.146360	0.139008	0.160926	0.190164	0.195255	0.169004	0.198706	0.172263	0.141770	0.200397	0.126863	0.117496	0.206996	0.185504	0.150966	0.107944	0.141681	0.146041	0.120790	0.211407	0.142440	0.118961	0.212300	0.198998	
pity    	0.126396	0.116291	0.089763	0.096295	0.085715	0.074377	0.132400	0.095833	0.093862	0.101316	0.122103	0.106506	0.125119	0.102781	0.096889	0.127047	0.107512	0.068563	0.128015	0.112191	0.172480	0.115317	0.143179	0.080779	0.106717	0.103578	0.098334	0.117764	0.102352	0.095475	0.076150	0.107479	0.092499	0.085792	0.104157	0.104693	0.105543	0.082638	0.136058	0.068834	0.113796	0.111905	0.098921	0.088792	0.123812	0.125386	0.167458	0.096548	0.078546	0.115164	0.101525	0.087732	0.084044	0.075886	0.043469	0.124336	0.062822	0.077489	0.046927	0.077399	0.172260	0.084419	0.175833	0.073412	0.105172	0.092506	0.072651	0.083565	0.095508	0.109756	0.081749	0.094265	0.116244	0.120687	0.131417	0.088469	0.108825	0.107289	0.050741	0.072031	0.126246	0.094278	0.092081	0.150645	0.102057	0.126113	0.106575	0.117836	0.127989	0.092556	0.069580	0.087360	0.120596	0.096773	0.060208	0.136896	1.000000	0.080493	0.130628	0.130320	0.110313	0.085746	0.097693	0.087603	0.146941	0.130694	0.130994	0.139326	0.080490	0.111583	0.098270	0.137942	0.137721	0.165046	0.132442	0.114924	0.185262	0.126268	0.084345	0.113820	0.127994	0.104137	0.103262	0.075918	0.092004	0.100676	0.085453	0.125085	0.091568	0.068694	0.077473	0.094265	
pleasure	0.120408	0.137689	0.095077	0.140053	0.099218	0.091438	0.124414	0.108252	0.126710	0.093222	0.174149	0.130974	0.150825	0.089186	0.142459	0.193039	0.098148	0.113588	0.142789	0.044552	0.117591	0.119540	0.112091	0.101296	0.189599	0.192056	0.091010	0.111808	0.122477	0.107753	0.085983	0.105541	0.142813	0.439542	0.111116	0.102657	0.183656	0.101192	0.135691	0.076128	0.129366	0.104798	0.092731	0.136786	0.155748	0.205858	0.140424	0.131440	0.107736	0.117474	0.109346	0.094445	0.181110	0.233246	0.044580	0.126705	0.069170	0.128605	0.091504	0.105919	0.104615	0.161076	0.117667	0.076515	0.089513	0.125442	0.080384	0.136279	0.104859	0.145726	0.089926	0.087524	0.119693	0.112663	0.125151	0.099422	0.110734	0.103613	0.082540	0.109249	0.203790	0.105948	0.129018	0.124057	0.107526	0.109657	0.115470	0.093845	0.137321	0.086722	0.138575	0.102517	0.107906	0.284272	0.056859	0.125110	0.080493	1.000000	0.110068	0.138240	0.107305	0.102977	0.108817	0.103666	0.109140	0.115874	0.138114	0.193946	0.114993	0.091934	0.108411	0.125886	0.148954	0.141188	0.149415	0.142029	0.105032	0.156663	0.126803	0.104196	0.150961	0.131371	0.127199	0.089670	0.111215	0.130648	0.097860	0.156257	0.083145	0.084516	0.080411	0.123231	
pride   	0.122984	0.115652	0.101258	0.116915	0.088729	0.085584	0.106883	0.104312	0.123751	0.146530	0.125837	0.115878	0.118867	0.108183	0.110201	0.117472	0.119971	0.063591	0.212146	0.104226	0.122160	0.158718	0.142918	0.109163	0.114933	0.107297	0.096330	0.108783	0.103527	0.125008	0.088181	0.118743	0.122750	0.098839	0.093289	0.082195	0.169707	0.078038	0.176492	0.220237	0.103847	0.148458	0.108489	0.119555	0.120042	0.171849	0.119661	0.089152	0.088898	0.084864	0.117162	0.109993	0.082778	0.105805	0.057255	0.104494	0.055572	0.089646	0.058996	0.109340	0.234098	0.122290	0.142220	0.081819	0.136726	0.136556	0.073591	0.099061	0.137375	0.142892	0.070104	0.108920	0.117129	0.122161	0.113748	0.103888	0.095628	0.188282	0.065778	0.105408	0.162619	0.124477	0.095133	0.136767	0.102253	0.181998	0.135252	0.110205	0.114634	0.107527	0.072447	0.145572	0.125490	0.093349	0.062913	0.129065	0.130628	0.110068	1.000000	0.123263	0.105015	0.130757	0.098364	0.099232	0.163369	0.176114	0.139278	0.168172	0.095697	0.122368	0.188100	0.144891	0.130977	0.154560	0.110749	0.130627	0.107855	0.130698	0.088677	0.069800	0.116536	0.113469	0.154984	0.089228	0.114314	0.150967	0.099398	0.122424	0.110895	0.123118	0.071878	0.126147	
rage    	0.153674	0.160839	0.142154	0.173106	0.130114	0.107656	0.175146	0.147337	0.179433	0.251289	0.199223	0.238242	0.178637	0.114479	0.142247	0.176657	0.126596	0.105901	0.170163	0.119017	0.176155	0.136197	0.202618	0.123908	0.151819	0.146426	0.144424	0.145338	0.139337	0.161500	0.122197	0.156461	0.147510	0.141491	0.131959	0.150964	0.158585	0.139204	0.180046	0.118792	0.154417	0.153116	0.161710	0.315018	0.164984	0.173479	0.218545	0.188109	0.115212	0.165528	0.217927	0.274689	0.125216	0.122440	0.082903	0.199256	0.092237	0.105298	0.186428	0.199158	0.121319	0.129181	0.181704	0.098561	0.164844	0.149543	0.091619	0.152930	0.130991	0.191854	0.131791	0.121502	0.163899	0.165705	0.170151	0.280181	0.126831	0.135577	0.075011	0.128646	0.185575	0.137114	0.127553	0.187579	0.138276	0.147503	0.200072	0.191699	0.133987	0.151565	0.089859	0.111675	0.212714	0.119470	0.076279	0.175746	0.130320	0.138240	0.123263	1.000000	0.202471	0.126427	0.109327	0.127203	0.210601	0.201123	0.174074	0.243268	0.108292	0.119998	0.160214	0.224006	0.182652	0.168787	0.135788	0.198037	0.132568	0.216883	0.137883	0.143470	0.177332	0.177211	0.148624	0.101963	0.160332	0.206256	0.116108	0.165235	0.129305	0.236039	0.135858	0.138145	
rapture 	0.118022	0.138085	0.168391	0.126993	0.087170	0.157875	0.234722	0.153385	0.104501	0.070044	0.202791	0.104338	0.141655	0.086095	0.110775	0.240173	0.081725	0.037796	0.084975	0.130493	0.193470	0.074742	0.248839	0.105819	0.135153	0.199293	0.075318	0.114314	0.095793	0.162385	0.067005	0.201163	0.090230	0.117608	0.171332	0.154860	0.288537	0.270022	0.165463	0.061733	0.234888	0.160837	0.258684	0.136844	0.147835	0.192618	0.062869	0.111024	0.126630	0.113625	0.161802	0.169351	0.183197	0.099751	0.129646	0.255841	0.166893	0.067382	0.067470	0.106683	0.101532	0.111494	0.120289	0.070044	0.205374	0.072244	0.069956	0.078070	0.087872	0.113597	0.113601	0.135583	0.133306	0.170726	0.157630	0.175750	0.132727	0.082207	0.170642	0.102115	0.154129	0.181042	0.133459	0.170201	0.178443	0.155553	0.164829	0.348324	0.104331	0.266664	0.066712	0.144628	0.103203	0.135060	0.041595	0.192317	0.110313	0.107305	0.105015	0.202471	1.000000	0.119497	0.118755	0.209516	0.126893	0.110364	0.100965	0.224979	0.086651	0.157721	0.103597	0.296348	0.233792	0.096324	0.124024	0.161780	0.127119	0.244417	0.094148	0.119275	0.344537	0.151398	0.164255	0.088905	0.134027	0.177398	0.104403	0.199398	0.125600	0.112218	0.187241	0.154786	
regret  	0.123550	0.081287	0.083109	0.102744	0.069147	0.078750	0.116364	0.135290	0.075843	0.112146	0.146993	0.101406	0.090920	0.097657	0.088864	0.134200	0.126660	0.065070	0.130366	0.071248	0.117681	0.099427	0.131506	0.108081	0.090885	0.093667	0.114857	0.128862	0.096092	0.207561	0.088532	0.156477	0.117407	0.104482	0.096627	0.088838	0.096637	0.104779	0.131057	0.099477	0.094309	0.165974	0.111149	0.086383	0.086248	0.117710	0.116271	0.085062	0.070160	0.076763	0.116046	0.100457	0.075951	0.065541	0.058787	0.105830	0.077581	0.109002	0.065350	0.090843	0.172174	0.111509	0.117673	0.098078	0.146376	0.108620	0.100470	0.094798	0.112435	0.141538	0.074506	0.103464	0.094761	0.134034	0.118486	0.096243	0.112543	0.103939	0.064924	0.074807	0.115394	0.079857	0.096566	0.089900	0.117215	0.117867	0.121308	0.122909	0.118339	0.140765	0.133029	0.093009	0.089526	0.116695	0.076092	0.135366	0.085746	0.102977	0.130757	0.126427	0.119497	1.000000	0.086875	0.151731	0.224315	0.145511	0.099691	0.171602	0.109033	0.095391	0.140222	0.146283	0.143712	0.125988	0.122483	0.140759	0.104751	0.121801	0.072797	0.085113	0.110209	0.115896	0.102769	0.071662	0.101088	0.091840	0.095792	0.124994	0.112958	0.081339	0.078434	0.107537	
rejection	0.152668	0.132299	0.108387	0.121163	0.093825	0.082418	0.120791	0.166125	0.108365	0.106248	0.134751	0.116824	0.128682	0.099441	0.098362	0.129303	0.114252	0.090544	0.103731	0.065190	0.131297	0.162379	0.133310	0.161944	0.215077	0.103260	0.089785	0.109712	0.117433	0.108033	0.109378	0.111706	0.114207	0.096240	0.103324	0.097881	0.121685	0.086769	0.107146	0.111346	0.128818	0.115968	0.096061	0.107017	0.127283	0.144409	0.137510	0.118966	0.098100	0.097070	0.123050	0.101946	0.113328	0.091441	0.054889	0.120492	0.060490	0.086635	0.059654	0.104822	0.101554	0.126921	0.133647	0.164007	0.104613	0.105908	0.074635	0.115082	0.122317	0.122515	0.081769	0.120634	0.190432	0.121994	0.144213	0.106090	0.225117	0.091841	0.055764	0.075485	0.125302	0.105726	0.106461	0.116618	0.188630	0.162361	0.123553	0.108408	0.097217	0.090497	0.154839	0.101760	0.108791	0.134418	0.064981	0.127396	0.097693	0.108817	0.098364	0.109327	0.118755	0.086875	1.000000	0.098082	0.125952	0.127983	0.131755	0.140862	0.094036	0.094013	0.122109	0.118314	0.132241	0.136171	0.116402	0.154563	0.107014	0.121462	0.099939	0.080300	0.129583	0.117379	0.094770	0.081484	0.103730	0.109456	0.095688	0.126460	0.118168	0.062971	0.087460	0.109693	
relief  	0.129889	0.113335	0.104786	0.146728	0.072689	0.092177	0.134418	0.119337	0.100362	0.190922	0.138040	0.129557	0.127133	0.142062	0.107588	0.146595	0.142476	0.065775	0.143629	0.094565	0.136446	0.093212	0.145519	0.115672	0.128185	0.123963	0.155149	0.106227	0.129809	0.157984	0.090268	0.133646	0.104038	0.092137	0.132416	0.101090	0.143016	0.109112	0.139159	0.089530	0.126992	0.143227	0.131697	0.122431	0.138566	0.134634	0.124130	0.101047	0.084490	0.109406	0.170407	0.116210	0.099614	0.088843	0.089794	0.121494	0.081999	0.140175	0.073423	0.105362	0.133635	0.115245	0.117450	0.103494	0.145158	0.122544	0.103115	0.102283	0.092128	0.179176	0.094687	0.125735	0.133154	0.144111	0.131250	0.135484	0.106389	0.113640	0.070451	0.090267	0.117566	0.102383	0.105385	0.098756	0.140470	0.129149	0.127696	0.141843	0.106675	0.123712	0.086608	0.160718	0.117333	0.293394	0.085401	0.157386	0.087603	0.103666	0.099232	0.127203	0.209516	0.151731	0.098082	1.000000	0.106738	0.137906	0.108726	0.173847	0.096940	0.107942	0.123999	0.167138	0.147906	0.122745	0.168186	0.191527	0.118584	0.126948	0.092828	0.091340	0.136474	0.132406	0.128769	0.087515	0.126204	0.113235	0.091536	0.149767	0.145471	0.104455	0.087833	0.137083	
remorse 	0.116841	0.150324	0.110943	0.143827	0.104545	0.087813	0.122999	0.157118	0.133752	0.158698	0.158291	0.153186	0.156434	0.085442	0.130920	0.122507	0.128816	0.080096	0.167968	0.064389	0.123020	0.121743	0.141390	0.104223	0.215403	0.117399	0.097719	0.117294	0.138743	0.137319	0.088959	0.143376	0.151271	0.159951	0.117749	0.125754	0.164968	0.099230	0.129197	0.155126	0.143556	0.139856	0.109036	0.151442	0.147459	0.160032	0.189198	0.145197	0.098603	0.131872	0.144717	0.127575	0.126765	0.125977	0.054735	0.133738	0.072838	0.096720	0.088461	0.123555	0.248940	0.104417	0.139865	0.102839	0.115835	0.131633	0.082061	0.124194	0.161882	0.181244	0.091038	0.113051	0.137968	0.134399	0.163156	0.147301	0.169101	0.135605	0.048395	0.107690	0.159108	0.109334	0.112617	0.132770	0.147556	0.122123	0.129250	0.107713	0.138145	0.144373	0.148773	0.106713	0.138829	0.116718	0.060716	0.137247	0.146941	0.109140	0.163369	0.210601	0.126893	0.224315	0.125952	0.106738	1.000000	0.212688	0.183494	0.167971	0.088049	0.115355	0.185530	0.135982	0.183053	0.158891	0.114552	0.161928	0.115534	0.137630	0.125238	0.086163	0.128047	0.148549	0.114995	0.091560	0.124347	0.135641	0.123999	0.153227	0.111495	0.098824	0.089026	0.128304	
resentment	0.152981	0.145370	0.134989	0.182254	0.109533	0.093417	0.133717	0.141753	0.152203	0.348385	0.188174	0.197357	0.152754	0.131708	0.130670	0.153625	0.158870	0.098221	0.364824	0.078096	0.164054	0.189010	0.163227	0.143633	0.145833	0.125610	0.159653	0.141873	0.208625	0.170607	0.144905	0.151992	0.167637	0.148938	0.114866	0.106017	0.137118	0.105795	0.141970	0.116924	0.140202	0.182988	0.135065	0.193239	0.150432	0.170670	0.155879	0.157298	0.111506	0.127363	0.206701	0.152724	0.100017	0.112932	0.077077	0.138199	0.074127	0.153464	0.097722	0.148732	0.197538	0.140358	0.142861	0.121623	0.156346	0.159071	0.105682	0.208708	0.181020	0.238622	0.100896	0.139942	0.147087	0.171838	0.157513	0.172566	0.141294	0.166954	0.058903	0.126660	0.171786	0.118312	0.121145	0.180382	0.134678	0.154018	0.146480	0.122085	0.134271	0.116754	0.125843	0.123601	0.162367	0.125187	0.115827	0.183590	0.130694	0.115874	0.176114	0.201123	0.110364	0.145511	0.127983	0.137906	0.212688	1.000000	0.234410	0.207497	0.126078	0.169254	0.186837	0.174960	0.173111	0.210933	0.146059	0.185858	0.132987	0.167166	0.133691	0.099431	0.126804	0.165928	0.115117	0.121937	0.177033	0.305754	0.130954	0.157080	0.131238	0.175572	0.102458	0.164161	
revulsion	0.157329	0.186895	0.115252	0.198314	0.144654	0.096595	0.145357	0.118647	0.207648	0.192641	0.197048	0.214036	0.207956	0.105427	0.174782	0.155889	0.121549	0.140817	0.205698	0.046263	0.160866	0.279658	0.135868	0.114543	0.201027	0.156429	0.116349	0.143623	0.189129	0.143167	0.284944	0.276136	0.204717	0.156760	0.098189	0.122251	0.173458	0.078177	0.163223	0.115565	0.168127	0.184198	0.122520	0.211652	0.199989	0.218940	0.204402	0.183317	0.144325	0.177254	0.158971	0.139834	0.137021	0.169686	0.050067	0.158151	0.086236	0.096668	0.104421	0.148737	0.136698	0.129207	0.248754	0.091393	0.120193	0.163882	0.155837	0.188664	0.139723	0.190598	0.096334	0.120341	0.159799	0.152732	0.189649	0.154423	0.126857	0.170144	0.042566	0.146610	0.219999	0.128318	0.120264	0.289374	0.107313	0.116869	0.154112	0.084912	0.137206	0.112573	0.100096	0.126039	0.178275	0.118622	0.063155	0.157180	0.130994	0.138114	0.139278	0.174074	0.100965	0.099691	0.131755	0.108726	0.183494	0.234410	1.000000	0.236558	0.104070	0.149632	0.121607	0.168104	0.189334	0.216350	0.121739	0.228394	0.147188	0.177791	0.170698	0.152930	0.138749	0.205736	0.119419	0.113575	0.173788	0.296412	0.131045	0.131693	0.114365	0.126972	0.101571	0.153244	
sadness 	0.289299	0.200358	0.178639	0.247107	0.126065	0.181615	0.232370	0.184699	0.315947	0.313538	0.329622	0.233548	0.279740	0.142607	0.183480	0.232542	0.149572	0.114982	0.172288	0.124764	0.221507	0.234114	0.255036	0.173194	0.294090	0.193662	0.167568	0.146026	0.207353	0.225731	0.226527	0.187685	0.189023	0.149346	0.208249	0.185374	0.204724	0.145603	0.264903	0.134527	0.201259	0.246458	0.241868	0.224068	0.199264	0.208385	0.243883	0.140181	0.141630	0.185496	0.227738	0.188624	0.163294	0.241567	0.097487	0.329954	0.298503	0.179495	0.123591	0.188732	0.144141	0.278535	0.187071	0.102483	0.191029	0.276290	0.112368	0.166106	0.158231	0.274914	0.120782	0.162737	0.203703	0.209154	0.206148	0.215369	0.151713	0.182292	0.126565	0.261315	0.375955	0.147963	0.142444	0.229033	0.223680	0.225289	0.199320	0.286444	0.230563	0.238830	0.107214	0.119979	0.172133	0.155132	0.071180	0.182632	0.139326	0.193946	0.168172	0.243268	0.224979	0.171602	0.140862	0.173847	0.167971	0.207497	0.236558	1.000000	0.145053	0.143472	0.148474	0.332994	0.281058	0.168442	0.237247	0.403132	0.187605	0.248946	0.162834	0.124356	0.233842	0.240079	0.157332	0.149467	0.274641	0.245382	0.219968	0.214461	0.202070	0.187017	0.128225	0.175157	
satisfaction	0.107150	0.125254	0.084447	0.108111	0.088049	0.072674	0.106849	0.098441	0.093605	0.116201	0.123028	0.111343	0.124943	0.087353	0.095346	0.121301	0.112123	0.067014	0.106780	0.056595	0.107078	0.102390	0.107412	0.099585	0.108544	0.143985	0.090773	0.127347	0.109881	0.131705	0.074430	0.087627	0.112382	0.095518	0.085751	0.082151	0.115764	0.077925	0.168086	0.070753	0.134072	0.107988	0.091805	0.104222	0.143294	0.145836	0.081190	0.108156	0.079598	0.081557	0.114739	0.079049	0.095207	0.160195	0.039091	0.097034	0.057878	0.105413	0.068781	0.092573	0.100220	0.143145	0.124271	0.080179	0.098377	0.114657	0.064947	0.107470	0.089092	0.119203	0.079503	0.102871	0.095951	0.103134	0.114606	0.081989	0.078202	0.082506	0.054636	0.079361	0.168180	0.123199	0.097197	0.091766	0.100849	0.116588	0.109889	0.092821	0.086482	0.078725	0.116020	0.119632	0.111718	0.090195	0.058113	0.146360	0.080490	0.114993	0.095697	0.108292	0.086651	0.109033	0.094036	0.096940	0.088049	0.126078	0.104070	0.145053	1.000000	0.099470	0.130604	0.115752	0.127434	0.123653	0.102699	0.137682	0.104869	0.113203	0.092710	0.088355	0.111140	0.101121	0.086816	0.085217	0.094546	0.095190	0.078505	0.109155	0.098047	0.057410	0.112651	0.132122	
scorn   	0.112819	0.111414	0.122095	0.118848	0.093726	0.103470	0.137713	0.111427	0.109331	0.092776	0.159660	0.100742	0.105496	0.113712	0.118881	0.134180	0.092021	0.073753	0.185690	0.083996	0.125061	0.207978	0.147119	0.109148	0.143907	0.118575	0.097063	0.114365	0.108694	0.131955	0.173138	0.205786	0.128638	0.086265	0.112158	0.100570	0.142529	0.094973	0.122066	0.118772	0.134126	0.128593	0.143475	0.117330	0.134837	0.147672	0.084212	0.205481	0.098291	0.084775	0.125416	0.127468	0.094178	0.089341	0.086080	0.141192	0.083808	0.099031	0.084661	0.108515	0.107165	0.096017	0.179415	0.106030	0.122006	0.117049	0.095760	0.155139	0.107780	0.123945	0.089350	0.098321	0.126629	0.151508	0.128514	0.114978	0.102948	0.118589	0.076888	0.076374	0.133289	0.104984	0.098696	0.193322	0.136307	0.133113	0.129728	0.160085	0.119072	0.148206	0.122903	0.099636	0.118999	0.129428	0.063392	0.139008	0.111583	0.091934	0.122368	0.119998	0.157721	0.095391	0.094013	0.107942	0.115355	0.169254	0.149632	0.143472	0.099470	1.000000	0.153707	0.180724	0.150297	0.207709	0.119241	0.159892	0.121376	0.159293	0.104034	0.107234	0.170151	0.142435	0.111025	0.086409	0.127989	0.276418	0.090402	0.140365	0.099955	0.163212	0.096212	0.153150	
